"schema_name","table_name","index_name","index_definition"
"pg_catalog","pg_statistic_ext","pg_statistic_ext_relid_index","CREATE INDEX pg_statistic_ext_relid_index ON pg_catalog.pg_statistic_ext USING btree (stxrelid)"
"pg_catalog","pg_statistic_ext_data","pg_statistic_ext_data_stxoid_inh_index","CREATE UNIQUE INDEX pg_statistic_ext_data_stxoid_inh_index ON pg_catalog.pg_statistic_ext_data USING btree (stxoid, stxdinherit)"
"pg_catalog","pg_subscription","pg_subscription_oid_index","CREATE UNIQUE INDEX pg_subscription_oid_index ON pg_catalog.pg_subscription USING btree (oid)"
"pg_catalog","pg_subscription","pg_subscription_subname_index","CREATE UNIQUE INDEX pg_subscription_subname_index ON pg_catalog.pg_subscription USING btree (subdbid, subname)"
"pg_catalog","pg_subscription_rel","pg_subscription_rel_srrelid_srsubid_index","CREATE UNIQUE INDEX pg_subscription_rel_srrelid_srsubid_index ON pg_catalog.pg_subscription_rel USING btree (srrelid, srsubid)"
"pg_catalog","pg_tablespace","pg_tablespace_oid_index","CREATE UNIQUE INDEX pg_tablespace_oid_index ON pg_catalog.pg_tablespace USING btree (oid)"
"pg_catalog","pg_tablespace","pg_tablespace_spcname_index","CREATE UNIQUE INDEX pg_tablespace_spcname_index ON pg_catalog.pg_tablespace USING btree (spcname)"
"pg_catalog","pg_transform","pg_transform_oid_index","CREATE UNIQUE INDEX pg_transform_oid_index ON pg_catalog.pg_transform USING btree (oid)"
"pg_catalog","pg_transform","pg_transform_type_lang_index","CREATE UNIQUE INDEX pg_transform_type_lang_index ON pg_catalog.pg_transform USING btree (trftype, trflang)"
"pg_catalog","pg_trigger","pg_trigger_oid_index","CREATE UNIQUE INDEX pg_trigger_oid_index ON pg_catalog.pg_trigger USING btree (oid)"
"pg_catalog","pg_trigger","pg_trigger_tgconstraint_index","CREATE INDEX pg_trigger_tgconstraint_index ON pg_catalog.pg_trigger USING btree (tgconstraint)"
"pg_catalog","pg_trigger","pg_trigger_tgrelid_tgname_index","CREATE UNIQUE INDEX pg_trigger_tgrelid_tgname_index ON pg_catalog.pg_trigger USING btree (tgrelid, tgname)"
"pg_catalog","pg_ts_config","pg_ts_config_cfgname_index","CREATE UNIQUE INDEX pg_ts_config_cfgname_index ON pg_catalog.pg_ts_config USING btree (cfgname, cfgnamespace)"
"pg_catalog","pg_ts_config","pg_ts_config_oid_index","CREATE UNIQUE INDEX pg_ts_config_oid_index ON pg_catalog.pg_ts_config USING btree (oid)"
"pg_catalog","pg_ts_config_map","pg_ts_config_map_index","CREATE UNIQUE INDEX pg_ts_config_map_index ON pg_catalog.pg_ts_config_map USING btree (mapcfg, maptokentype, mapseqno)"
"pg_catalog","pg_ts_dict","pg_ts_dict_dictname_index","CREATE UNIQUE INDEX pg_ts_dict_dictname_index ON pg_catalog.pg_ts_dict USING btree (dictname, dictnamespace)"
"pg_catalog","pg_ts_dict","pg_ts_dict_oid_index","CREATE UNIQUE INDEX pg_ts_dict_oid_index ON pg_catalog.pg_ts_dict USING btree (oid)"
"pg_catalog","pg_ts_parser","pg_ts_parser_oid_index","CREATE UNIQUE INDEX pg_ts_parser_oid_index ON pg_catalog.pg_ts_parser USING btree (oid)"
"pg_catalog","pg_ts_parser","pg_ts_parser_prsname_index","CREATE UNIQUE INDEX pg_ts_parser_prsname_index ON pg_catalog.pg_ts_parser USING btree (prsname, prsnamespace)"
"pg_catalog","pg_ts_template","pg_ts_template_oid_index","CREATE UNIQUE INDEX pg_ts_template_oid_index ON pg_catalog.pg_ts_template USING btree (oid)"
"pg_catalog","pg_ts_template","pg_ts_template_tmplname_index","CREATE UNIQUE INDEX pg_ts_template_tmplname_index ON pg_catalog.pg_ts_template USING btree (tmplname, tmplnamespace)"
"pg_catalog","pg_type","pg_type_oid_index","CREATE UNIQUE INDEX pg_type_oid_index ON pg_catalog.pg_type USING btree (oid)"
"pg_catalog","pg_type","pg_type_typname_nsp_index","CREATE UNIQUE INDEX pg_type_typname_nsp_index ON pg_catalog.pg_type USING btree (typname, typnamespace)"
"pg_catalog","pg_user_mapping","pg_user_mapping_oid_index","CREATE UNIQUE INDEX pg_user_mapping_oid_index ON pg_catalog.pg_user_mapping USING btree (oid)"
"pg_catalog","pg_user_mapping","pg_user_mapping_user_server_index","CREATE UNIQUE INDEX pg_user_mapping_user_server_index ON pg_catalog.pg_user_mapping USING btree (umuser, umserver)"
"reporting","job_order_items_summary","idx_job_order_items_summary_color_size","CREATE INDEX idx_job_order_items_summary_color_size ON reporting.job_order_items_summary USING btree (color_id, size_id)"
"reporting","job_order_items_summary","idx_job_order_items_summary_completion","CREATE INDEX idx_job_order_items_summary_completion ON reporting.job_order_items_summary USING btree (completion_percentage)"
"reporting","job_order_items_summary","idx_job_order_items_summary_issues","CREATE INDEX idx_job_order_items_summary_issues ON reporting.job_order_items_summary USING btree (has_issues)"
"reporting","job_order_items_summary","idx_job_order_items_summary_job_order","CREATE INDEX idx_job_order_items_summary_job_order ON reporting.job_order_items_summary USING btree (job_order_id)"
"reporting","job_order_items_summary","idx_job_order_items_summary_status","CREATE INDEX idx_job_order_items_summary_status ON reporting.job_order_items_summary USING btree (production_status)"
"reporting","job_order_items_summary","idx_reporting_job_order_items_summary_completion","CREATE INDEX idx_reporting_job_order_items_summary_completion ON reporting.job_order_items_summary USING btree (completion_percentage)"
"reporting","job_order_items_summary","idx_reporting_job_order_items_summary_job_order_id","CREATE INDEX idx_reporting_job_order_items_summary_job_order_id ON reporting.job_order_items_summary USING btree (job_order_id)"
"reporting","job_order_items_summary","idx_reporting_job_order_items_summary_production_status","CREATE INDEX idx_reporting_job_order_items_summary_production_status ON reporting.job_order_items_summary USING btree (production_status)"
"reporting","job_order_items_summary","job_order_items_summary_pkey","CREATE UNIQUE INDEX job_order_items_summary_pkey ON reporting.job_order_items_summary USING btree (item_id)"
"reporting","job_orders_summary","idx_reporting_job_orders_summary_completion","CREATE INDEX idx_reporting_job_orders_summary_completion ON reporting.job_orders_summary USING btree (completion_percentage)"
"reporting","job_orders_summary","idx_reporting_job_orders_summary_has_issues","CREATE INDEX idx_reporting_job_orders_summary_has_issues ON reporting.job_orders_summary USING btree (has_issues)"
"reporting","job_orders_summary","idx_reporting_job_orders_summary_job_order_id","CREATE INDEX idx_reporting_job_orders_summary_job_order_id ON reporting.job_orders_summary USING btree (job_order_id)"
"reporting","job_orders_summary","job_orders_summary_pkey","CREATE UNIQUE INDEX job_orders_summary_pkey ON reporting.job_orders_summary USING btree (job_order_id)"
"wms","aggregation_refresh_queue","aggregation_refresh_queue_created_at_key","CREATE UNIQUE INDEX aggregation_refresh_queue_created_at_key ON wms.aggregation_refresh_queue USING btree (created_at)"
"wms","aggregation_refresh_queue","aggregation_refresh_queue_pkey","CREATE UNIQUE INDEX aggregation_refresh_queue_pkey ON wms.aggregation_refresh_queue USING btree (id)"
"wms","box_aggregations","idx_box_aggregations_barcode","CREATE INDEX idx_box_aggregations_barcode ON wms.box_aggregations USING btree (barcode)"
"wms","box_aggregations","idx_box_aggregations_box_id","CREATE UNIQUE INDEX idx_box_aggregations_box_id ON wms.box_aggregations USING btree (box_id)"
"wms","box_aggregations","idx_box_aggregations_carton_number","CREATE INDEX idx_box_aggregations_carton_number ON wms.box_aggregations USING btree (carton_number)"
"wms","box_aggregations","idx_box_aggregations_client_id","CREATE INDEX idx_box_aggregations_client_id ON wms.box_aggregations USING btree (client_id)"
"wms","box_aggregations","idx_box_aggregations_client_name","CREATE INDEX idx_box_aggregations_client_name ON wms.box_aggregations USING btree (client_name)"
"wms","box_aggregations","idx_box_aggregations_rack_code","CREATE INDEX idx_box_aggregations_rack_code ON wms.box_aggregations USING btree (rack_code)"
"wms","box_aggregations","idx_box_aggregations_rack_id","CREATE INDEX idx_box_aggregations_rack_id ON wms.box_aggregations USING btree (rack_id)"
"wms","box_aggregations","idx_box_aggregations_received","CREATE INDEX idx_box_aggregations_received ON wms.box_aggregations USING btree (received)"
"wms","box_aggregations","idx_box_aggregations_shipment_id","CREATE INDEX idx_box_aggregations_shipment_id ON wms.box_aggregations USING btree (shipment_id)"
"wms","box_contents","box_contents_pkey","CREATE UNIQUE INDEX box_contents_pkey ON wms.box_contents USING btree (id)"
"wms","box_contents","idx_box_contents_box_id","CREATE INDEX idx_box_contents_box_id ON wms.box_contents USING btree (box_id)"
"wms","boxes","boxes_barcode_key","CREATE UNIQUE INDEX boxes_barcode_key ON wms.boxes USING btree (barcode)"
"wms","boxes","boxes_pkey","CREATE UNIQUE INDEX boxes_pkey ON wms.boxes USING btree (id)"
"wms","boxes","idx_boxes_not_received","CREATE INDEX idx_boxes_not_received ON wms.boxes USING btree (id) WHERE (received = false)"
"wms","boxes","idx_boxes_rack_id","CREATE INDEX idx_boxes_rack_id ON wms.boxes USING btree (rack_id)"
"wms","boxes","idx_boxes_received","CREATE INDEX idx_boxes_received ON wms.boxes USING btree (received)"
"wms","logical_locations","logical_locations_name_key","CREATE UNIQUE INDEX logical_locations_name_key ON wms.logical_locations USING btree (name)"
"wms","logical_locations","logical_locations_pkey","CREATE UNIQUE INDEX logical_locations_pkey ON wms.logical_locations USING btree (id)"
"wms","receipt_items","idx_receipt_items_receipt_id","CREATE INDEX idx_receipt_items_receipt_id ON wms.receipt_items USING btree (receipt_id)"
"wms","receipt_items","receipt_items_pkey","CREATE UNIQUE INDEX receipt_items_pkey ON wms.receipt_items USING btree (id)"
"wms","receipts","idx_receipts_closed","CREATE INDEX idx_receipts_closed ON wms.receipts USING btree (closed)"
"wms","receipts","idx_receipts_open","CREATE INDEX idx_receipts_open ON wms.receipts USING btree (id) WHERE (closed = false)"
"wms","receipts","idx_receipts_receipt_type","CREATE INDEX idx_receipts_receipt_type ON wms.receipts USING btree (receipt_type)"
"wms","receipts","idx_receipts_reference_receipt_id","CREATE INDEX idx_receipts_reference_receipt_id ON wms.receipts USING btree (reference_receipt_id)"
"wms","receipts","idx_receipts_status","CREATE INDEX idx_receipts_status ON wms.receipts USING btree (status)"
"wms","receipts","receipts_pkey","CREATE UNIQUE INDEX receipts_pkey ON wms.receipts USING btree (id)"
"wms","single_transactions","idx_single_transactions_transaction_type","CREATE INDEX idx_single_transactions_transaction_type ON wms.single_transactions USING btree (transaction_type)"
"wms","single_transactions","idx_single_transactions_user_id","CREATE INDEX idx_single_transactions_user_id ON wms.single_transactions USING btree (user_id)"
"wms","single_transactions","single_transactions_pkey","CREATE UNIQUE INDEX single_transactions_pkey ON wms.single_transactions USING btree (id)"
"wms","warehouse_racks","idx_warehouse_racks_warehouse_id","CREATE INDEX idx_warehouse_racks_warehouse_id ON wms.warehouse_racks USING btree (warehouse_id)"
"wms","warehouse_racks","warehouse_racks_pkey","CREATE UNIQUE INDEX warehouse_racks_pkey ON wms.warehouse_racks USING btree (id)"
"wms","warehouse_racks","warehouse_racks_warehouse_id_rack_code_key","CREATE UNIQUE INDEX warehouse_racks_warehouse_id_rack_code_key ON wms.warehouse_racks USING btree (warehouse_id, rack_code)"
"wms","warehouses","warehouses_name_key","CREATE UNIQUE INDEX warehouses_name_key ON wms.warehouses USING btree (name)"
"wms","warehouses","warehouses_pkey","CREATE UNIQUE INDEX warehouses_pkey ON wms.warehouses USING btree (id)"
